,Gata2,Gata1,Klf1,Epor,Hba-a2,Elane,Cebpe,Gfi1,Irf8,Csf1r,Ctsg,groups
0,0.14457585871219636,1.6232650816440581,1.7003507897257806,1.7553079080581666,1.4791861897706986,-0.4737057481706142,-0.26569265365600586,-0.27365121006965637,-0.3749651563167572,-0.42220208048820496,-0.5051107263565063,16.0
1,0.09111915111541748,1.5950838792324067,1.6915211483836174,1.7171864676475526,1.5505470210313796,-0.4791325418651104,-0.26569265365600586,-0.27365121006965637,-0.3749651563167572,-0.42220208048820496,-0.49118255972862246,16.0
2,0.1248465758562088,1.5950838792324067,1.6897780939936637,1.7465873861312866,1.5364622861146926,-0.4791325418651104,-0.26569265365600586,-0.27365121006965637,-0.3749651563167572,-0.42220208048820496,-0.486809620782733,16.0
3,0.07138986825942993,1.625559788942337,1.7063748952746391,1.7388443899154664,1.5704078608751297,-0.4791325418651104,-0.26569265365600586,-0.27365121006965637,-0.3749651563167572,-0.42220208048820496,-0.486809620782733,16.0
4,0.07138986825942993,1.6316238224506379,1.6994400617480279,1.7488268494606019,1.5994230300188064,-0.46985537752509116,-0.26569265365600586,-0.27365121006965637,-0.3749651563167572,-0.42220208048820496,-0.47011005751788615,16.0
5,0.07138986825942993,1.6011479127407073,1.7045878002047539,1.7147924423217773,1.5873806482553483,-0.49139628782868383,-0.26569265365600586,-0.27365121006965637,-0.3749651563167572,-0.42220208048820496,-0.4490375553071499,16.0
6,0.03766244351863861,1.5646079683303833,1.698874406516552,1.7147924423217773,1.558365478515625,-0.4859694941341877,-0.26569265365600586,-0.27365121006965637,-0.3749651563167572,-0.42220208048820496,-0.4490375553071499,16.0
7,0.03766244351863861,1.6011479115486145,1.6972605869174004,1.7147924423217773,1.558365478515625,-0.46920236602425575,-0.26569265365600586,-0.27365121006965637,-0.3749651563167572,-0.42220208048820496,-0.42457313761115073,16.0
8,0.00393501877784729,1.6316238236427307,1.6874178954958916,1.707049446105957,1.5873806482553483,-0.4653519952297211,-0.26569265365600586,-0.27365121006965637,-0.3749651563167572,-0.42220208048820496,-0.42796505309641364,16.0
9,-0.02979240596294403,1.5855155491828918,1.6601370093226433,1.6635790371894836,1.5413926911354066,-0.48933311879634855,-0.26569265365600586,-0.27365121006965637,-0.3749651563167572,-0.42220208048820496,-0.4323379920423031,16.0
10,-0.06351983070373535,1.5810742831230165,1.6586345812678338,1.6635790371894836,1.5704078602790832,-0.48933311879634855,-0.26569265365600586,-0.27365121006965637,-0.3520683336257935,-0.42220208048820496,-0.42457313761115073,16.0
11,-0.02979240596294403,1.5698831868171692,1.675804485976696,1.6589455485343934,1.5704078602790832,-0.48249616771936416,-0.26569265365600586,-0.27365121006965637,-0.3157777261734009,-0.42220208048820496,-0.4168082831799984,16.0
12,-0.02979240596294403,1.5698831868171692,1.6216917285323142,1.6030986523628235,1.5244199031591414,-0.49720012575387956,-0.26569265365600586,-0.27365121006965637,-0.3157777261734009,-0.42220208048820496,-0.43788078472018244,15.92
13,-0.02979240596294403,1.5237749087810517,1.5845681507885456,1.6030986523628235,1.4663895642757416,-0.5064772912859916,-0.26569265365600586,-0.27365121006965637,-0.3157777261734009,-0.42220208048820496,-0.4518089513480663,15.84
14,0.037662447690963746,1.5237749087810517,1.539285034686327,1.6271506023406983,1.4663895642757416,-0.49720012575387956,-0.26569265365600586,-0.27365121006965637,-0.3157777261734009,-0.42220208048820496,-0.43073644913733006,15.76
15,0.037662447690963746,1.477666630744934,1.4940019185841082,1.5790467023849488,1.4204016071557999,-0.5119040849804878,-0.26569265365600586,-0.27365121006965637,-0.3157777261734009,-0.42220208048820496,-0.44743601240217684,15.68
16,0.003935022950172424,1.477666630744934,1.474048244357109,1.5409252619743348,1.3913864374160767,-0.5119040849804878,-0.26569265365600586,-0.27365121006965637,-0.3157777261734009,-0.42220208048820496,-0.44743601240217684,15.6
17,0.003935022950172424,1.4546124923229218,1.4165786129236222,1.51687331199646,1.3913864374160767,-0.5266080442070961,-0.26569265365600586,-0.27365121006965637,-0.3157777261734009,-0.42220208048820496,-0.4579722635447979,15.52
18,0.0822476828098297,1.3950184082984924,1.3687305849790574,1.4687694120407104,1.3333560985326767,-0.5119040849804878,-0.26569265365600586,-0.27365121006965637,-0.3157777261734009,-0.42220208048820496,-0.46850851468741894,15.44
